,Ano de exibição,Título da obra,Gênero,País(es) produtor(es) da obra,Nacionalidade da obra,Empresa distribuidora,Origem da empresa distribuidora,Público no ano de exibição,Renda (R$) no ano de exibição
4383,2013,A Viagem,Ficção,"Alemanha, Cingapura, Estados Unidos, Hong Kong",Estrangeira,Imagem,Distribuição Nacional,836123.0,9632084.29
4384,2013,A Vida de Outra Mulher,Ficção,"Bélgica, França, Luxemburgo",Estrangeira,Imovision,Distribuição Nacional,3989.0,41095.14
4385,2013,A Vida dos Peixes,Ficção,"Chile, França",Estrangeira,Esfera Produções,Distribuição Nacional,269.0,3014.5
4386,2013,A Vida Secreta de Walter Mitty,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,503118.0,6258857.0
4387,2013,A Visitante Francesa,Ficção,Coréia do Sul,Estrangeira,Pandora Filmes,Distribuição Nacional,23030.0,286048.19
4388,2013,A voz adormecida,Ficção,Espanha,Estrangeira,Imovision,Distribuição Nacional,3836.0,48011.27
4389,2013,A árvore do amor,Ficção,China,Estrangeira,Serendip,Distribuição Nacional,101.0,882.0
4390,2013,A Última Casa da Rua,Ficção,"Canadá, Estados Unidos",Estrangeira,Paris,Distribuição Nacional,1712.0,11178.5
4391,2013,A Última Estação (2013),Ficção,Brasil,Brasileira,Polifilmes,Distribuição Nacional,1847.0,20991.45
4392,2013,Aconteceu em Saint-Tropez,Ficção,França,Estrangeira,Esfera Produções,Distribuição Nacional,18456.0,230148.0
4393,2013,Adeus Berthe: O Enterro da Vovó,Ficção,França,Estrangeira,Alphaville Filmes,Distribuição Nacional,2819.0,32668.5
4394,2013,"Adeus, minha rainha",Ficção,"Espanha, França",Estrangeira,Alphaville Filmes,Distribuição Nacional,24166.0,270838.89
4395,2013,"Adeus, Primeiro Amor",Ficção,"Alemanha, França",Estrangeira,Imovision,Distribuição Nacional,134.0,1086.0
4396,2013,Albert Nobbs,Ficção,"Irlanda, Reino Unido",Estrangeira,Paris,Distribuição Nacional,27.0,135.0
4397,2013,Almas silenciosas,Ficção,Rússia,Estrangeira,Filmes da Mostra,Distribuição Nacional,1781.0,10593.4
4398,2013,Alvo duplo,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,77120.0,822807.34
4399,2013,Além da escuridão - Star Trek,Ficção,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,803146.0,11500353.0
4400,2013,Além da Fronteira,Ficção,"Estados Unidos, Israel",Estrangeira,Europa,Distribuição Nacional,4419.0,57827.82
4401,2013,Além da Liberdade,Ficção,"França, Reino Unido",Estrangeira,Paris,Distribuição Nacional,95.0,936.0
4402,2013,Além das Montanhas,Ficção,"Bulgária, França, Romênia",Estrangeira,Califórnia,Distribuição Nacional,13320.0,148751.0
4403,2013,Além do arco-íris,Ficção,França,Estrangeira,Pandora Filmes,Distribuição Nacional,10596.0,114889.99
4404,2013,Amanhecer violento,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,89261.0,909190.2
4405,2013,Amazônia Desconhecida,Documentário,Brasil,Brasileira,Elo Company,Distribuição Nacional,67.0,425.0
4406,2013,Amigos inseparáveis,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,38993.0,479275.5
4407,2013,Amor,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,223831.0,2653033.58
4408,2013,Amor Bandido,Ficção,Estados Unidos,Estrangeira,Califórnia,Distribuição Nacional,13762.0,185869.11
4409,2013,Amor em Trânsito,Ficção,Argentina,Estrangeira,Tucumán,Distribuição Nacional,1146.0,10393.3
4410,2013,Amor Pleno,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,55359.0,750624.76
4411,2013,Amor profundo,Ficção,"Estados Unidos, Inglaterra",Estrangeira,Imagem,Distribuição Nacional,21870.0,313141.9
4412,2013,Amor é tudo o que você precisa,Ficção,"Alemanha, Dinamarca, França, Itália, Suécia",Estrangeira,Serendip,Distribuição Nacional,91487.0,1103546.45
4413,2013,Amorosa Soledad,Ficção,Argentina,Estrangeira,Esfera Produções,Distribuição Nacional,6307.0,85500.0
4414,2013,América – Uma história portuguesa,Ficção,Brasil,Brasileira,Panda Filmes,Distribuição Nacional,307.0,3422.0
4415,2013,Angie,Ficção,"Brasil, Estados Unidos",Brasileira,H2O Films/RioFilme,Distribuição Nacional,9115.0,99349.14
4416,2013,Animais unidos jamais serão vencidos,Animação,Alemanha,Estrangeira,Playarte,Distribuição Nacional,3.0,19.5
4417,2013,Anita e Garibaldi,Ficção,Brasil,Brasileira,Ab Filmes/Polifilmes,Distribuição Nacional,942.0,10729.24
4418,2013,Anna Karenina,Ficção,Reino Unido,Estrangeira,Universal,Distribuição Internacional,158855.0,2185675.0
4419,2013,Anos incríveis,Ficção,França,Estrangeira,Alphaville Filmes,Distribuição Nacional,5061.0,63318.56
4420,2013,Antes da meia noite,Ficção,"Estados Unidos, Grécia",Estrangeira,Diamond Films,Distribuição Nacional,110211.0,1505418.19
4421,2013,Apenas o Vento,Ficção,"Alemanha, França, Hungria",Estrangeira,Zeta Filmes,Distribuição Nacional,6112.0,76745.45
4422,2013,Aposta máxima,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,208632.0,2658176.0
4423,2013,Argo,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,123889.0,1575090.0
4424,2013,Artigas - La redota,Ficção,"Brasil, Espanha, Uruguai",Brasileira,Panda Filmes,Distribuição Nacional,2318.0,22519.74
4425,2013,As aventuras de Pi,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,1202734.0,15845823.0
4426,2013,As Aventuras de Tadeo,Animação,Espanha,Estrangeira,Paramount,Distribuição Internacional,601615.0,7590473.0
4427,2013,As Bem-armadas,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,733824.0,7847433.0
4428,2013,As Hiper Mulheres,Documentário,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,799.0,7791.5
4430,2013,As Neves do Kilimanjaro,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,98.0,714.0
4431,2013,As Palavras,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,931.0,7363.0
4432,2013,As quatro voltas,Ficção,"Alemanha, Itália, Suécia",Estrangeira,Filmes da Mostra,Distribuição Nacional,3274.0,33680.74
4433,2013,As sessões,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,31585.0,354462.0
4434,2013,As vantagens de ser invisível,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,8819.0,63475.53
4435,2013,Atividade paranormal 4,Ficção,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,1294.0,9518.0
4436,2013,Atrás da porta,Ficção,"Alemanha, Hungria",Estrangeira,Califórnia,Distribuição Nacional,12007.0,120210.05
4437,2013,Até que a Sorte nos Separe,Ficção,Brasil,Brasileira,Downtown/Paris/RioFilme,Distribuição Nacional,4042.0,21890.0
4438,2013,Até que a Sorte nos Separe 2,Ficção,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,1047498.0,12151888.94
4439,2013,Augustine,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,28903.0,371159.4
4440,2013,Aviões,Animação,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,1204441.0,14279945.0
4441,2013,Azul Profundo,Ficção,Grécia,Estrangeira,Lume Produções Cinematográficas,Distribuição Nacional,51.0,310.0
4442,2013,Azul é a Cor Mais Quente,Ficção,"Bélgica, Espanha, França",Estrangeira,Imovision,Distribuição Nacional,68416.0,849816.32
4443,2013,Barbara,Ficção,Alemanha,Estrangeira,Pandora Filmes,Distribuição Nacional,36873.0,424052.23
4444,2013,Bastardos,Ficção,"Alemanha, França",Estrangeira,Imovision,Distribuição Nacional,11006.0,150623.45
4445,2013,Beaufort,Ficção,Israel,Estrangeira,Pandora Filmes,Distribuição Nacional,64.0,463.0
4447,2013,Bem Amadas,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,541.0,4510.51
4448,2013,Biblioteca pascal,Ficção,Hungria,Estrangeira,Tucumán,Distribuição Nacional,2573.0,27616.03
4449,2013,Bling Ring - A gangue de Hollywood,Ficção,Estados Unidos,Estrangeira,Diamond Films,Distribuição Nacional,100954.0,1354585.74
4450,2013,Blue Jasmine,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,338577.0,4945341.0
4451,2013,"Boa sorte, meu amor",Ficção,Brasil,Brasileira,Cicatrix Filmes,Distribuição Nacional,4032.0,31674.35
4452,2013,Boca,Ficção,Brasil,Brasileira,Vinny Filmes,Distribuição Nacional,12.0,60.0
4453,2013,"Bonitinha, mas ordinária",Ficção,Brasil,Brasileira,Califórnia,Distribuição Nacional,13997.0,139529.27
4454,2013,Bons de Bico,Animação,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,940046.0,10627582.3
4455,2013,Branca de Neve,Ficção,"Bélgica, Espanha, França",Estrangeira,Imovision,Distribuição Nacional,13649.0,183811.11
4456,2013,Brichos II - A floresta é nossa,Animação,Brasil,Brasileira,Signopus,Distribuição Nacional,8600.0,62408.52
4457,2013,Bullying,Documentário,Estados Unidos,Estrangeira,Vinny Filmes,Distribuição Nacional,29.0,276.0
4458,2013,Cabra Marcado para Morrer,Documentário,Brasil,Brasileira,Mapa Filmes do Brasil,Distribuição Nacional,518.0,3361.27
4459,2013,Caleuche - O Chamado do Mar,Ficção,"Brasil, Chile",Brasileira,Disney,Distribuição Internacional,497.0,6528.0
4460,2013,"Camille Claudel, 1915",Ficção,França,Estrangeira,Califórnia,Distribuição Nacional,18766.0,223064.68
4461,2013,Camille outra vez,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,13792.0,167472.21
4462,2013,Caminho para o nada,Ficção,Estados Unidos,Estrangeira,Lume Produções Cinematográficas,Distribuição Nacional,20.0,120.0
4463,2013,Capitão Phillips,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,577592.0,7716721.25
4464,2013,Cara ou coroa,Ficção,Brasil,Brasileira,Espaço Filmes,Distribuição Nacional,129.0,1057.2
4465,2013,Carreras,Ficção,Brasil,Brasileira,Tigre Produções Cinematográficas,Distribuição Nacional,16908.0,76447.52
4466,2013,"Carrie, A Estranha",Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,576286.0,6359403.75
4467,2013,Casa da mãe Joana 2,Ficção,Brasil,Brasileira,Imagem,Distribuição Nacional,152596.0,1599981.15
4468,2013,Caverna dos sonhos esquecidos,Documentário,"Alemanha, Canadá, Estados Unidos, França, Reino Unido",Estrangeira,Zeta Filmes,Distribuição Nacional,27428.0,247291.49
4469,2013,Caça aos Gângsteres,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,187072.0,2047478.0
4470,2013,Celeste e Jesse para Sempre,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,2691.0,20088.68
4471,2013,Chamada a cobrar,Ficção,Brasil,Brasileira,Gullane Entretenimento,Distribuição Nacional,527.0,6479.84
4472,2013,Chamada de emergência,Ficção,Estados Unidos,Estrangeira,Diamond Films,Distribuição Nacional,101358.0,1265186.62
4473,2013,Cidade Cinza,Documentário,Brasil,Brasileira,Espaço Filmes,Distribuição Nacional,7792.0,95757.39
4474,2013,Cinco dias sem nora,Ficção,México,Estrangeira,Esfera Produções,Distribuição Nacional,87.0,729.0
4475,2013,Cine Holliúdy,Ficção,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,485259.0,5024612.51
4476,2013,Cinzas e sangue,Ficção,França,Estrangeira,Filmes da Mostra,Distribuição Nacional,572.0,6816.35
4477,2013,Circular,Ficção,Brasil,Brasileira,Grafo Audiovisual,Distribuição Nacional,98.0,280.0
4478,2013,Cirque Du Soleil - Outros Mundos,Ficção,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,66126.0,910770.0
4479,2013,Colegas,Ficção,Brasil,Brasileira,Europa,Distribuição Nacional,163624.0,1721553.23
4480,2013,Como na canção dos Beatles - Norwegian Wood,Ficção,Japão,Estrangeira,Esfera Produções,Distribuição Nacional,2030.0,25871.0
4481,2013,Como Não Perder Essa Mulher,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,147930.0,1758136.06
4482,2013,Conexão Perigosa,Ficção,Estados Unidos,Estrangeira,Diamond Films,Distribuição Nacional,20863.0,241725.47
4483,2013,Confissões de Adolescente - o Filme,Ficção,Brasil,Brasileira,Sony,Distribuição Internacional,18749.0,213112.75
4484,2013,Confissões de um jovem apaixonado,Ficção,"Alemanha, França, Reino Unido",Estrangeira,Imovision,Distribuição Nacional,4220.0,48513.02
4485,2013,Contos da Noite,Animação,França,Estrangeira,Zeta Filmes,Distribuição Nacional,3887.0,31184.05
4486,2013,Coração do Brasil,Documentário,Brasil,Brasileira,Pandora Filmes,Distribuição Nacional,631.0,5815.14
4487,2013,Corda Bamba,Ficção,Brasil,Brasileira,Copacabana Filmes,Distribuição Nacional,1591.0,14828.67
4488,2013,Cores,Ficção,Brasil,Brasileira,Pandora Filmes,Distribuição Nacional,2356.0,21844.6
4489,2013,Corpo Presente,Ficção,Brasil,Brasileira,Raiz Distribuidora,Distribuição Nacional,533.0,6834.06
4490,2013,Cosmópolis,Ficção,Canadá,Estrangeira,Imagem,Distribuição Nacional,701.0,4613.0
4492,2013,Cru,Ficção,Brasil,Brasileira,Cinema Cinema Produções,Distribuição Nacional,496.0,4752.93
4493,2013,Crô - O Filme,Ficção,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,1652949.0,18078147.61
4494,2013,Cuica de Santo Amaro,Documentário,Brasil,Brasileira,Docdoma Filmes,Distribuição Nacional,750.0,5938.5
4495,2013,Curvas da Vida,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,826.0,5946.0
4496,2013,César deve morrer,Ficção,Itália,Estrangeira,Alphaville Filmes,Distribuição Nacional,13330.0,152546.81
4497,2013,Círculo de Fogo,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,1165714.0,14825290.93
4498,2013,De Coração aberto,Ficção,"Argentina, França",Estrangeira,Imovision,Distribuição Nacional,22109.0,253704.12
4499,2013,De pernas pro ar 2,Ficção,Brasil,Brasileira,Downtown/Paris/RioFilme,Distribuição Nacional,3787852.0,39375393.54
4500,2013,De Volta para Casa,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,268.0,1541.5
4501,2013,Deixe a luz acesa,Ficção,Estados Unidos,Estrangeira,Zeta Filmes,Distribuição Nacional,6110.0,56929.05
4502,2013,Dentro da Casa,Ficção,França,Estrangeira,Califórnia,Distribuição Nacional,56397.0,752191.12
4503,2013,Depois da Terra,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,1293122.0,13829228.75
4504,2013,Depois de Lúcia,Ficção,"França, México",Estrangeira,Imovision,Distribuição Nacional,7514.0,81860.85
4505,2013,Depois de maio,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,34294.0,452869.26
4506,2013,Detona Ralph,Animação,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,3334365.0,39323486.0
4507,2013,Dezesseis luas,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,854947.0,8794578.61
4508,2013,Diana,Ficção,Inglaterra,Estrangeira,Imagem,Distribuição Nacional,64121.0,914567.8
4509,2013,Dinheiro de Sangue,Documentário,Estados Unidos,Estrangeira,Europa,Distribuição Nacional,6872.0,81735.97
4510,2013,Disparos,Ficção,Brasil,Brasileira,H2O Films,Distribuição Nacional,926.0,6567.74
4511,2013,Django livre,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,1143266.0,14178123.85
4512,2013,Doce Amianto,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,634.0,4923.57
4513,2013,Doméstica,Documentário,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,3222.0,24249.25
4514,2013,Dores de amores,Ficção,Brasil,Brasileira,Kino Filmes,Distribuição Nacional,444.0,2162.72
4515,2013,Dose Dupla,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,195772.0,2141206.78
4516,2013,Dossiê Jango,Documentário,Brasil,Brasileira,Canal Brasil,Distribuição Nacional,8097.0,96523.98
4517,2013,Dragon Ball Z – A batalha dos deuses,Animação,Japão,Estrangeira,Diamond Films,Distribuição Nacional,377922.0,3546278.01
4518,2013,Duro de matar: Um bom dia para morrer,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,1538081.0,17325098.0
4519,2013,E a Vida Continua,Ficção,Brasil,Brasileira,Paris,Distribuição Nacional,218.0,1090.0
4520,2013,"E agora, aonde vamos?",Ficção,"França, Líbano",Estrangeira,Vinny Filmes,Distribuição Nacional,6175.0,52060.6
4521,2013,E Se Vivêssemos Todos Juntos?,Ficção,"Alemanha, França",Estrangeira,Imovision,Distribuição Nacional,15710.0,149705.3
4522,2013,Educação Sentimental,Ficção,Brasil,Brasileira,ArtHouse,Distribuição Nacional,617.0,8003.93
4523,2013,Ela Vai,Ficção,França,Estrangeira,Esfera Produções,Distribuição Nacional,13004.0,181710.0
4524,2013,Elefante Branco,Ficção,"Argentina, Espanha, França",Estrangeira,Paris,Distribuição Nacional,4953.0,39301.58
4525,2013,Elena,Documentário,Brasil,Brasileira,Espaço Filmes,Distribuição Nacional,57773.0,695554.26
4526,2013,Elles,Ficção,"Alemanha, França, Polônia",Estrangeira,Imovision,Distribuição Nacional,713.0,6833.0
4527,2013,Elysium,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,1742617.0,20140063.0
4528,2013,Em nome de Deus,Ficção,"Alemanha, Filipinas, França, Reino Unido",Estrangeira,Pandora Filmes,Distribuição Nacional,88.0,452.0
4529,2013,Em transe,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,79776.0,973585.0
4530,2013,Ender´s Game - O Jogo do Exterminador,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,358052.0,3999769.79
4531,2013,Enrolados,Animação,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,32.0,327.0
4532,2013,Ensaio,Ficção,Brasil,Brasileira,Imagem,Distribuição Nacional,1293.0,15692.17
4533,2013,Entre o Amor e a Paixão,Ficção,"Canadá, Espanha, Japão",Estrangeira,Califórnia,Distribuição Nacional,3752.0,36830.5
4534,2013,"Era uma vez eu, Verônica",Ficção,Brasil,Brasileira,Imovision,Distribuição Nacional,4369.0,22014.01
4535,2013,Era uma vez na Anatólia,Ficção,Turquia,Estrangeira,Filmes da Mostra,Distribuição Nacional,2746.0,13961.0
4536,2013,Esse amor que nos consome,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,1906.0,14847.38
4537,2013,Eu e Você,Ficção,Itália,Estrangeira,Califórnia,Distribuição Nacional,5939.0,83227.84
4538,2013,Eu Não Faço a Menor Ideia do que Eu Tô Fazendo com a Minha Vida,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,7956.0,93944.72
4539,2013,Eu Receberia as Piores Notícias dos seus Lindos Lábios,Ficção,Brasil,Brasileira,Sony/RioFilme,Codistribuição Internacional-Nacional,677.0,958.0
4540,2013,Eu respiro,Documentário,"Dinamarca, Reino Unido",Estrangeira,Espaço Filmes,Distribuição Nacional,737.0,8148.94
4541,2013,"Eu, anna",Ficção,"Alemanha, França, Reino Unido",Estrangeira,Imovision,Distribuição Nacional,17170.0,214174.87
4542,2013,Família do Bagulho,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,511323.0,5385381.0
4543,2013,Faroeste caboclo,Ficção,Brasil,Brasileira,Europa/RioFilme,Distribuição Nacional,1469743.0,15559965.39
4544,2013,Fausto,Ficção,Rússia,Estrangeira,Imovision,Distribuição Nacional,620.0,4240.58
4545,2013,Febre do Rato,Ficção,Brasil,Brasileira,Imovision,Distribuição Nacional,335.0,2200.0
